ID Manually,Name,A1,A2,A3,A4,A5,A6,A7,A8,A9a-K,A9a-T,A9a-A,A9b-K,A9b-T,A9b-A,A9c-K,A9c-T,A9c-A,B1,B2-1,B2-2,B2-3,B2-4,B2-5,B2-6,B2-7,B2-8,B2-9,B3,B4a,B4b,Ca-1,Ca-2,Ca-3,Cb-1,Cb-2,Cb-3,Cb-4,Cb-5,Cb-6,Cb-7,Cb-8,D1,D2-1,D2-2,D2-3,D2-4,D2-5,D2-6,D2-7,D3-1,D3-2,D3-3,D3-4,D3-5,D3-6,D3-7,D3-8,D3-9,D3-10,D3-11,D3-12,D3-13,D3-14,D4a,D4b,D4c,D4d,D4e,D4f,D4g,D4h,D5-1,D5-2,D5-3,D5-4,D5-5,D5-6,D5-7,D5-8,D5-9,D5-10,D5-11,D5-12,D5-13,D5-14,D6a-1,D6a-2,D6a-3,D6a-4,D6a-5,D6b-1,D6b-2,D6b-3,D6b-4,D6b-5,D6b-6,D6b-7,E1,E2,E3,E4,E5,DateR,M Group,B3-12 Text,B4a-7 Text,B4b-7 Text
145,,23,Female,Karkuk,1,1,2,1,5,3,2,3,4,4,4,99,99,1,3,3,99,4,5,5,3,1,4,2,6,4,1,10,0,0,10,5,0,10,10,0,10,10,3,5,5,7,2,4,4,10,99,4,7,0,7,3,3,2,10,1,0,2,5,4,2,2,2,2,2,2,2,2,,2,,,3,1,4,,,,,,,,99,5,3,2,99,1,1,3,5,2,3,1,9,9,1,9,2,05/03/17,,,,
146,,24,Female,MISSING,3,1,2,1,2,99,99,99,10,10,10,5,5,5,4,,5,99,5,99,4,99,5,99,8,6,1,5,5,0,5,5,10,10,10,10,10,10,1,0,0,99,0,99,99,10,10,99,99,99,99,0,99,0,0,0,99,0,99,99,2,2,2,2,2,2,2,2,1,4,2,5,3,,,,,,,,,,1,5,2,3,1,1,5,3,5,5,4,1,9,9,9,9,2,05/03/17,,,,
147,,21,Female,Karkuk,1,1,2,1,5,5,5,5,5,99,5,5,5,10,3,3,99,3,99,4,2,2,99,2,6,4,1,10,5,0,5,8,9,10,10,10,10,10,3,0,0,5,8,5,0,0,5,99,99,99,5,8,5,9,10,0,0,0,5,99,2,2,2,2,2,2,1,2,1,3,,,2,,4,,5,,,,,,3,5,2,1,3,2,3,4,3,3,4,3,2,3,3,9,3,05/03/17,,,,
148,,23,Female,Karkuk,1,1,2,1,5,5,5,9,5,5,5,0,5,8,2,2,2,3,,4,4,3,3,4,11,6,2,5,5,0,3,6,8,0,10,10,10,10,2,3,0,3,0,8,5,10,3,99,5,0,2,0,0,7,9,0,0,0,5,10,2,2,2,9,2,2,9,2,1,,,,4,2,3,,,5,,,,,4,4,99,3,99,1,99,1,3,4,5,99,9,1,1,3,9,05/03/17,,,,
149,,22,Male,Karkuk,1,1,2,1,5,8,8,8,5,5,5,3,5,5,3,2,2,4,3,2,3,3,2,1,2,5,2,10,0,0,1,6,10,10,10,6,10,9,3,10,8,7,6,1,4,7,0,5,3,6,3,5,4,5,10,0,0,4,6,0,1,1,1,2,2,1,1,2,4,,,,1,2,5,,,,3,,,,3,4,2,1,1,4,5,4,5,4,4,4,2,2,1,2,1,05/03/17,,,,
150,,22,Male,Salahadin,3,1,2,1,5,10,5,10,5,5,10,5,10,10,9,99,1,3,5,2,99,99,2,2,1,6,2,10,0,0,5,99,99,5,0,0,10,99,1,0,0,10,0,10,0,0,0,0,99,10,99,0,0,10,10,0,0,0,10,0,2,2,2,2,2,2,2,2,,,,,1,2,3,4,5,,,,,,2,99,2,3,4,3,2,4,3,5,3,1,9,1,1,9,1,05/03/17,,,,
151,,23,Female,Karkuk,1,1,2,1,2,5,5,5,,,,0,5,10,4,3,4,99,,4,99,99,3,99,11,,1,5,0,0,0,5,10,10,10,10,10,10,2,5,5,0,0,10,5,10,5,99,99,99,0,0,0,5,10,0,0,0,5,0,2,2,2,2,2,2,2,2,,3,,,1,2,4,5,,,,,,,4,4,2,2,3,2,3,1,1,5,3,2,9,9,1,9,1,05/03/17,,,,
152,,23,Female,Karkuk,2,9,9,9,4,5,4,7,5,5,5,7,5,7,9,3,3,3,4,3,3,3,1,1,7,4,6,5,99,8,6,8,5,5,8,5,7,9,9,6,5,7,5,7,5,5,6,5,8,99,99,4,99,99,99,99,99,99,99,99,2,2,2,2,2,2,1,2,1,,2,,3,4,5,,,,,,,,3,99,99,3,99,4,3,4,4,5,4,4,9,9,9,9,9,05/03/17,,,,
153,,23,Female,Karkuk,1,9,2,1,5,5,5,5,4,3,1,4,3,1,1,2,1,1,5,3,5,1,99,99,5,7,7,10,0,0,0,5,5,99,10,5,10,10,2,0,0,10,10,99,10,10,0,0,0,,0,0,0,5,5,0,0,0,6,0,2,2,2,2,2,2,2,2,1,5,3,,2,4,,,,,,,,,5,5,99,1,1,1,5,3,1,2,3,1,9,9,3,9,9,05/03/17,,,???? ????? ???? ??? ???,??????? ?? ??????? ?????? ?????? ??? ????? ???????? ?? ?????
154,,26,Female,Karkuk,1,1,2,1,4,,,5,0,,,0,,,2,2,1,1,2,3,99,3,99,1,2,2,6,10,99,0,99,5,0,10,10,0,10,10,2,99,99,10,99,10,99,0,0,0,99,10,0,0,0,99,99,0,0,0,10,99,2,2,2,2,2,2,2,2,2,,,,1,5,3,4,,,,,,,2,5,3,2,5,2,3,3,2,5,3,5,1,4,9,9,1,05/03/17,,,,
155,,23,Female,Karkuk,1,1,2,1,3,,,5,0,,,0,,,3,5,2,,4,4,3,2,4,3,5,2,4,10,0,0,5,10,5,10,10,5,10,10,3,99,99,10,99,99,99,99,0,0,99,99,0,0,0,99,99,0,0,99,99,0,2,2,2,2,1,2,2,2,2,1,,,3,4,,,5,,,,,,4,5,2,2,2,99,2,2,1,1,4,3,9,9,4,3,3,05/03/17,,,,
156,,19,Female,Karkuk,1,1,3,1,3,4,8,5,6,6,6,0,5,5,3,2,1,1,2,2,5,5,4,2,1,6,2,10,0,0,10,8,10,10,10,5,10,10,3,4,5,8,3,10,9,10,0,0,2,7,0,2,5,3,,0,2,0,8,8,2,2,2,2,1,2,2,1,3,,,,4,,,5,,,,1,2,,2,4,3,99,3,1,3,2,2,4,4,4,9,3,1,9,2,05/03/17,,,,
157,,19,Female,Karkuk,1,1,3,6,5,8,8,4,99,7,8,10,7,9,9,1,4,99,4,99,,2,4,4,3,6,4,7,99,5,5,8,99,3,2,10,2,10,,0,4,99,0,5,3,10,7,5,8,6,0,3,5,9,10,6,3,6,4,6,2,2,2,2,2,2,2,2,,4,5,,2,,3,,1,,,,,,3,2,2,4,2,2,3,2,3,3,2,2,9,9,4,9,2,05/03/17,,,,
158,,19,Female,Karkuk,1,5,3,1,2,4,8,4,5,10,99,99,9,99,5,4,5,1,2,3,4,2,2,1,6,6,2,10,0,0,10,4,8,10,10,0,10,10,1,0,4,,5,0,10,7,1,3,5,10,0,5,10,10,7,3,4,1,0,7,2,2,2,2,1,2,1,2,1,,2,3,,,4,5,,,,,,,2,2,5,1,1,99,4,99,4,99,4,99,9,1,1,2,9,05/03/17,,,,
159,,19,Male,Karkuk,1,1,3,6,3,,10,,,10,,,10,,1,1,1,1,2,2,,1,2,1,3,2,2,5,10,0,3,5,5,10,10,10,9,5,2,2,2,,4,2,2,3,0,0,3,5,0,5,5,5,5,0,5,5,5,0,9,2,2,2,1,1,2,2,1,,,,2,3,4,,5,,,,,,4,2,99,99,1,1,,,,,,,9,3,1,9,9,05/03/17,,,,
160,,21,Male,Karkuk,1,1,3,4,5,7,8,7,5,5,5,5,5,5,3,2,2,3,4,3,5,3,3,99,2,2,7,5,6,6,5,7,8,8,10,10,10,10,2,3,3,1,2,3,8,5,10,8,8,5,5,5,8,10,,6,5,6,3,5,2,2,2,2,2,2,2,1,1,,4,2,5,3,,,,,,,,,3,3,2,3,2,2,4,4,4,5,3,3,9,9,3,2,9,05/03/17,,,,??????
161,,21,Female,Karkuk,1,1,3,1,4,5,8,6,4,8,6,3,8,6,2,2,1,2,5,2,2,1,3,1,10,6,4,5,4,0,2,4,7,6,8,8,10,10,3,5,3,6,7,9,6,10,1,2,5,4,0,3,5,6,5,2,6,2,4,5,2,2,2,2,2,2,2,2,,,4,,2,1,,3,5,,,,,,3,2,2,99,1,99,2,4,3,4,4,3,9,2,1,9,1,05/03/17,,,,
162,,19,Female,Karkuk,1,1,3,4,3,5,10,9,5,10,9,3,9,8,2,2,1,2,5,2,2,1,3,1,6,6,4,8,0,0,2,3,9,10,10,10,10,10,3,5,5,7,6,5,6,1,5,5,5,5,1,1,3,4,5,2,2,2,5,3,2,2,2,2,2,2,2,2,1,4,5,,3,2,,,,,,,,,3,3,3,3,3,3,3,3,3,3,4,3,9,3,1,9,1,05/03/17,,,,
163,,19,Male,Karkuk,1,1,3,4,2,5,99,5,4,5,2,,,,2,2,3,2,4,2,99,3,4,2,5,2,5,5,0,0,99,10,10,99,10,1,9,10,2,5,99,5,1,99,0,1,0,99,5,7,99,8,10,5,5,0,0,99,1,99,2,1,2,9,1,2,1,2,,,,,,,,,,,4,5,,,2,3,1,2,1,,,,,,,,2,2,1,9,1,05/03/17,,,,
164,,23,Male,Karkuk,1,5,3,4,5,10,10,10,5,8,2,3,9,2,1,1,1,1,1,1,1,1,1,1,1,6,6,5,10,0,5,5,5,10,10,10,10,5,4,7,7,10,7,10,0,7,0,0,0,5,0,5,5,5,5,0,5,5,5,0,2,2,2,2,2,1,2,2,4,,5,,2,1,,,3,,,,,,4,3,5,3,2,5,5,5,4,2,5,5,9,9,1,3,1,05/03/17,,,,
165,,21,Male,OutCuntry/Isanbul,4,2,3,4,3,0,5,5,0,10,5,5,0,5,,4,2,3,2,1,3,2,4,1,3,4,5,10,0,0,5,5,10,5,10,10,5,10,1,0,10,5,0,10,0,10,0,0,5,0,0,5,5,5,10,5,5,10,5,0,1,1,1,2,2,2,2,2,4,,5,3,1,,2,,,,,,,,2,2,1,3,2,2,3,5,3,,3,4,9,2,1,3,9,05/03/17,,,,
166,,21,Male,Karkuk,1,5,3,4,3,5,10,5,3,8,3,2,8,4,1,2,2,2,4,2,5,2,3,2,1,6,5,5,10,0,3,5,5,10,10,10,10,5,3,5,5,10,7,5,10,10,0,0,3,5,0,5,5,5,5,0,5,5,5,0,1,2,1,2,2,1,2,2,,,,,4,3,5,,1,,,2,,,3,1,3,2,2,3,2,2,2,5,4,2,9,2,1,9,1,05/03/17,,,,
167,,,Male,Karkuk,1,1,3,4,5,5,5,,,5,,,5,,,,1,1,1,4,4,2,4,2,9,7,5,,,,0,5,10,10,10,10,10,10,1,0,0,0,0,99,99,99,0,0,99,6,6,99,5,10,4,2,0,0,0,5,2,1,2,2,,2,2,2,,,5,,1,3,4,,,,,,2,,3,99,99,99,99,1,1,1,4,4,4,1,9,9,1,9,9,05/03/17,,,??? ?????????? ????,
168,,21,Female,MISSING,1,2,3,4,3,5,5,5,5,10,5,5,10,5,1,1,1,1,2,1,1,1,1,1,8,1,6,5,0,0,0,5,5,10,10,5,10,10,3,0,5,0,0,10,5,10,0,0,0,0,0,5,10,5,10,0,0,0,5,0,2,2,2,2,2,2,9,2,,,5,3,1,,4,2,,,,,,,2,4,2,2,3,2,2,3,5,2,3,2,9,2,1,9,9,05/03/17,,,,
169,,20,Female,Karkuk,1,1,3,9,3,0,10,5,5,10,5,5,10,5,3,2,2,2,2,2,2,3,99,99,5,2,2,5,0,0,5,5,10,6,10,10,10,10,2,0,0,0,0,10,99,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,,3,,1,5,,,4,,,,,,3,4,2,3,1,2,3,3,2,3,3,1,3,3,9,3,9,05/03/17,,,,
170,,21,Female,Karkuk,1,1,,1,,,9,,,9,,,8,,9,,,,,,,,,,5,,,5,5,5,5,6,5,5,7,5,7,9,1,0,0,0,0,99,99,99,99,99,99,99,99,0,99,99,1,0,0,0,99,99,2,2,2,2,2,2,2,2,2,5,,,1,4,3,,,,,,,,2,2,99,99,99,1,99,99,99,99,99,99,9,9,9,9,9,05/03/17,,,,
171,,23,Male,Karkuk,9,4,1,8,4,9,,,7,99,0,8,99,0,,2,4,,,4,,,4,2,,5,5,,,9,,9,7,,6,6,10,10,1,0,0,5,0,99,99,6,8,,,,8,,5,7,2,1,,0,2,1,2,2,2,2,2,2,2,2,1,,,4,2,,,,,5,,,3,,2,3,3,2,3,2,3,4,5,1,3,4,9,9,3,1,2,05/03/17,,,,
172,,22,Male,Karkuk,1,1,1,2,3,0,0,0,0,0,0,1,0,0,9,2,2,2,2,2,2,2,2,2,9,,6,0,0,0,99,,,99,,10,10,99,1,0,0,0,0,10,10,10,0,0,0,0,0,,,,,,0,,0,,2,,2,,2,1,,,1,4,5,,2,,,,,,3,,,,2,1,2,2,99,2,1,3,,2,3,1,9,1,4,9,3,05/03/17,,,,
173,,21,Female,Karkuk,1,1,1,2,1,5,,,5,,,5,,,1,1,1,1,1,1,1,1,1,1,9,4,1,10,,,5,10,10,10,0,10,10,10,4,10,5,10,5,10,5,0,0,0,0,0,0,0,0,10,10,0,0,10,0,10,2,2,2,1,2,1,2,2,3,5,6,1,8,,,,,,,,,,2,2,1,1,99,5,3,5,5,4,4,5,9,9,9,1,9,05/03/17,,,,
174,,24,Female,Karkuk,9,1,1,5,1,10,5,5,10,5,5,10,5,5,5,5,5,4,5,5,5,5,,3,1,4,2,0,10,5,10,10,10,10,10,10,10,5,3,10,5,10,10,5,5,10,10,5,0,0,0,5,10,10,,10,5,10,10,10,2,2,2,2,2,1,2,2,,3,2,,1,,4,,,5,,,,,4,5,3,1,3,4,5,5,5,1,3,5,9,2,9,2,9,05/03/17,,,,
175,,23,Female,Karkuk,4,1,1,5,2,10,0,0,5,0,0,10,1,1,1,1,1,5,5,5,5,4,4,99,1,2,6,0,10,10,0,,5,10,10,10,99,10,2,5,5,5,0,10,99,10,10,99,99,0,10,0,0,0,0,0,0,0,5,0,2,1,2,,1,1,9,2,,,1,,2,,3,,,4,,,5,,4,1,2,1,1,4,5,4,5,4,5,3,9,4,3,1,9,05/03/17,,,,
176,,21,Female,Sulaimani,4,1,1,5,2,10,1,1,10,0,0,10,0,0,5,3,4,4,4,2,1,2,99,2,1,5,1,0,10,5,5,10,10,10,0,10,10,5,4,10,10,10,99,10,99,10,10,10,10,0,99,0,0,99,0,99,99,99,10,0,2,1,1,2,1,2,1,1,4,,2,,5,,1,,3,,,,,,1,1,1,1,1,5,1,3,2,1,5,5,9,9,9,1,9,05/03/17,,,,
177,,22,Female,Sulaimani,4,1,1,5,2,10,1,1,9,0,0,9,1,1,1,2,99,3,4,3,2,1,2,1,6,2,1,10,5,0,0,10,10,10,10,10,10,10,1,0,0,0,0,10,5,0,5,8,4,2,8,2,1,2,2,0,0,0,1,1,2,2,2,2,1,2,2,2,4,,3,,2,1,,5,,,,,,,1,1,2,1,4,1,1,1,1,4,3,4,9,9,1,3,9,05/03/17,,,,
178,,,,Sulaimani,,,1,5,2,,5,5,,5,5,,5,5,,,4,99,3,4,99,99,5,99,10,,,,,,,10,10,,10,,10,10,2,10,10,10,99,,99,99,10,99,99,99,99,99,99,99,,,,,,,2,2,2,2,2,2,2,2,2,,3,,1,4,,5,,,,,,,,,,,,2,2,99,99,2,5,99,9,9,9,9,9,05/03/17,,,,
179,,21,Female,Sulaimani,4,1,1,5,1,10,5,0,10,2,0,9,1,0,4,5,99,99,5,4,1,2,2,1,1,5,2,0,0,10,0,10,9,10,0,10,10,0,3,8,6,10,7,5,0,10,7,6,5,0,8,0,2,7,3,1,0,1,7,2,2,2,1,2,1,1,9,1,2,5,,4,1,,3,,,,,,,,5,3,2,1,3,3,5,3,,5,,5,9,4,3,1,1,05/03/17,,,,
180,,22,Female,Karkuk,9,1,1,5,1,0,,,0,,,5,,,2,2,2,2,2,2,2,2,2,2,5,6,2,5,10,5,0,10,10,10,5,10,10,10,2,0,0,5,5,5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,9,9,2,2,,3,,1,,4,,,,,5,,,3,4,3,3,2,2,3,3,3,1,3,2,9,9,9,9,3,05/03/17,,,,
181,,,,MISSING,,,1,5,1,10,1,3,6,0,2,5,0,3,2,3,2,1,3,3,2,2,3,2,3,6,2,4,10,1,0,6,10,10,7,10,10,5,4,5,4,6,6,5,6,10,4,5,6,5,3,2,0,7,5,1,0,4,2,0,2,2,2,2,2,2,2,2,1,3,,,,5,2,4,,,,,,,3,4,3,2,3,3,4,2,3,1,3,4,9,4,1,1,9,05/03/17,,,,
182,,,Female,Erbil,9,1,1,5,1,8,,,5,,,5,,,2,2,4,99,2,1,99,3,99,99,1,2,4,0,10,0,2,9,10,10,8,10,10,7,2,4,3,5,3,8,8,10,4,3,5,3,1,5,2,5,5,1,1,4,7,0,2,2,2,2,2,1,2,2,2,,1,5,,3,,4,,,,,,,1,3,2,3,99,1,2,3,4,2,3,2,9,1,9,9,9,05/03/17,,,,
183,,20,Female,Karkuk,1,1,1,5,2,10,,,5,,,10,,,2,3,1,99,5,2,99,2,1,1,1,5,4,0,10,5,0,10,10,10,5,10,10,0,2,5,0,5,0,10,99,0,99,99,10,0,10,99,0,99,99,0,0,99,10,99,2,2,2,2,2,2,1,2,3,5,,,,4,1,,,,,2,,,2,5,3,1,5,2,3,2,4,4,5,1,1,1,1,1,2,05/03/17,,,,
184,,23,Female,Erbil,4,1,1,2,3,0,5,5,5,0,0,5,5,10,3,4,5,99,5,3,1,1,3,1,3,2,1,0,5,10,0,10,10,10,10,10,10,10,3,10,5,10,5,5,0,10,10,5,5,0,0,5,5,10,10,0,0,0,5,0,2,2,2,2,2,1,2,2,3,,2,,4,,1,,,,5,,,,4,5,3,3,4,4,4,3,3,4,3,3,9,9,1,2,2,05/03/17,,,,
185,,24,Female,Karkuk,1,1,1,5,2,10,5,5,10,5,5,10,5,5,3,99,3,3,99,3,4,2,3,3,9,2,6,0,10,5,0,10,10,10,10,99,10,10,1,99,0,5,0,10,99,5,0,99,99,99,99,0,0,99,99,0,0,0,99,99,2,2,2,2,2,2,2,2,2,,,,,1,,,3,4,,,5,,3,2,99,1,99,1,1,2,3,99,4,4,9,1,9,1,9,05/03/17,,,,
186,,22,Female,Karkuk,1,1,2,1,5,10,10,10,5,5,10,10,10,10,3,3,4,4,4,3,2,3,99,99,6,1,3,5,99,99,5,10,10,10,10,10,10,10,3,99,10,10,99,5,10,10,5,4,7,3,8,3,2,7,9,1,1,4,6,0,2,2,2,2,2,2,2,2,3,2,,,1,,,4,,5,,,,,3,5,2,2,3,2,5,5,4,5,3,4,9,3,9,1,9,05/03/17,,,,
187,,24,Male,Karkuk,1,1,2,1,5,10,10,10,10,10,10,10,10,10,4,5,4,4,4,4,3,4,5,3,6,5,6,10,0,0,5,6,7,10,10,10,10,10,3,8,0,10,5,10,10,10,5,5,5,9,0,0,5,9,9,0,0,0,10,10,2,2,2,2,1,2,2,1,2,,,,1,3,,,5,,,,4,,5,5,5,4,5,4,3,4,3,4,5,5,9,2,1,1,2,05/03/17,,,,
188,,22,Female,Karkuk,1,1,2,1,5,7,9,9,4,7,9,1,3,10,2,4,5,4,1,1,5,4,2,5,5,2,4,10,0,0,10,5,10,10,10,5,10,10,1,0,99,0,0,10,0,99,10,6,3,10,0,7,10,8,10,0,5,8,7,10,2,2,1,1,2,2,2,2,2,,,,,3,4,5,1,,,,,,2,3,5,1,2,1,3,5,4,5,2,99,3,2,1,9,3,05/03/17,,,,
189,,22,Female,Karkuk,1,1,2,1,5,8,7,99,5,5,9,99,5,10,3,99,3,3,4,99,2,2,3,3,4,3,1,,,0,0,5,5,10,8,5,9,10,9,0,0,0,0,5,0,0,5,5,4,,,1,2,6,6,0,0,0,5,7,2,2,2,2,2,2,2,2,2,,,,1,5,3,,4,,,,,,99,99,2,2,3,1,99,3,2,99,3,3,9,9,9,9,9,05/03/17,,,,
190,,23,Female,Karkuk,1,1,2,3,4,10,5,10,8,5,7,5,5,8,3,4,2,99,4,3,4,2,4,2,2,5,7,10,6,0,5,2,5,10,10,10,10,10,,,,,,,,,3,5,5,2,2,5,8,5,5,2,0,9,5,8,2,2,2,2,1,2,2,1,2,3,5,,41,,,,,,,,4,,2,3,3,2,2,99,4,2,1,2,3,99,9,2,1,1,2,05/03/17,,,,????? ???????? ??? ??????? ???? ????? ???????
